Compilador,Optimizador,Landscape,Celdas quemadas por microsegundo
g++,-O1,../data/2000_8,3.345708
g++,-O2,../data/2000_8,3.299662
g++,-Ofast,../data/2000_8,3.332893
g++,-O1,../data/1999_27j_S,3.743035
g++,-O2,../data/1999_27j_S,3.771008
g++,-Ofast,../data/1999_27j_S,3.768223
g++,-O1,../data/2015_50,3.635227
g++,-O2,../data/2015_50,3.654451
g++,-Ofast,../data/2015_50,3.905634
